"abbreviation"	"name"	"compartment"
"3-oxoheptanoyl-CoA"	"3-oxoheptanoyl-CoA"	"m"
"(2E)-pentenoyl-CoA"	"(2E)-pentenoyl-CoA"	"m"
"3-hydroxypentanoyl-CoA"	"3-hydroxypentanoyl-CoA"	"m"
"3-oxopentanoyl-CoA"	"3-oxopentanoyl-CoA"	"m"
"trans,cis-octadeca-2,11-dienoyl-CoA"	"trans,cis-octadeca-2,11-dienoyl-CoA"	"m, p"
"(S)-3-hydroxy-11-cis-octadecenoyl-CoA"	"(S)-3-hydroxy-11-cis-octadecenoyl-CoA"	"m, p"
"3-oxo-11-cis-octadecenoyl-CoA"	"3-oxo-11-cis-octadecenoyl-CoA"	"m, p"
"8(R)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate"	"8(R)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate"	"m"
"8(R)-hydroxy-hexadeca-(2E,4E,6E,10Z)-tetraenoate"	"8(R)-hydroxy-hexadeca-(2E,4E,6E,10Z)-tetraenoate"	"m"
"8(R)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate"	"8(R)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate"	"m"
"3(S),8(R)-dihydroxy-(6E,10Z)-hexadecadienoate"	"3(S),8(R)-dihydroxy-(6E,10Z)-hexadecadienoate"	"m"
"3-oxo-8(R)-hydroxy-hexadeca-(6E,10Z)-dienoate"	"3-oxo-8(R)-hydroxy-hexadeca-(6E,10Z)-dienoate"	"m"
"6(R)-hydroxy-tetradeca-(4E,8Z)-dienoate"	"6(R)-hydroxy-tetradeca-(4E,8Z)-dienoate"	"m"
"6(R)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate"	"6(R)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate"	"m"
"6(R)-hydroxy-tetradeca-(2E,8Z)-dienoate"	"6(R)-hydroxy-tetradeca-(2E,8Z)-dienoate"	"m"
"3(S),6(R)-dihydroxy-tetradec-(8Z)-enoate"	"3(S),6(R)-dihydroxy-tetradec-(8Z)-enoate"	"m"
"3-oxo-6(R)-hydroxy-tetradec-8-cis-enoate"	"3-oxo-6(R)-hydroxy-tetradec-8-cis-enoate"	"m"
"4(R)-hydroxy-dodec-(6Z)-enoate"	"4(R)-hydroxy-dodec-(6Z)-enoate"	"m"
"8(S)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate"	"8(S)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate"	"m"
"8(S)-hydroxy-hexadeca-(2E,4E,6E,10Z)-tetraenoate"	"8(S)-hydroxy-hexadeca-(2E,4E,6E,10Z)-tetraenoate"	"m"
"8(S)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate"	"8(S)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate"	"m"
"3(S),8(S)-dihydroxy-(6E,10Z)-hexadecadienoate"	"3(S),8(S)-dihydroxy-(6E,10Z)-hexadecadienoate"	"m"
"3-oxo-8(S)-hydroxy-hexadeca-(6E,10Z)-dienoate"	"3-oxo-8(S)-hydroxy-hexadeca-(6E,10Z)-dienoate"	"m"
"6(S)-hydroxy-tetradeca-(4E,8Z)-dienoate"	"6(S)-hydroxy-tetradeca-(4E,8Z)-dienoate"	"m"
"6(S)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate"	"6(S)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate"	"m"
"6(S)-hydroxy-tetradeca-(2E,8Z)-dienoate"	"6(S)-hydroxy-tetradeca-(2E,8Z)-dienoate"	"m"
"3(S),6(S)-dihydroxy-tetradec-(8Z)-enoate"	"3(S),6(S)-dihydroxy-tetradec-(8Z)-enoate"	"m"
"3-oxo-6(S)-hydroxy-tetradec-(8Z)-enoate"	"3-oxo-6(S)-hydroxy-tetradec-(8Z)-enoate"	"m"
"4(S)-hydroxy-dodec-(6Z)-enoate"	"4(S)-hydroxy-dodec-(6Z)-enoate"	"m"
"4(R),8-dimethyl-trans-2-nonenoyl-CoA"	"4(R),8-dimethyl-trans-2-nonenoyl-CoA"	"m"
"3(S)-hydroxy-4(R),8-dimethyl-nonanoyl-CoA"	"3(S)-hydroxy-4(R),8-dimethyl-nonanoyl-CoA"	"m"
"3-oxo-4(R),8-dimethyl-nonanoyl-CoA"	"3-oxo-4(R),8-dimethyl-nonanoyl-CoA"	"m"
"2(R),6-dimethyl-heptanoyl-CoA"	"2(R),6-dimethyl-heptanoyl-CoA"	"m"
"2(S),6-dimethyl-heptanoyl-CoA"	"2(S),6-dimethyl-heptanoyl-CoA"	"m"
"2,6-dimethyl-trans-2-heptenoyl-CoA"	"2,6-dimethyl-trans-2-heptenoyl-CoA"	"m"
"3(S)-hydroxy-2(S),6-dimethyl-heptanoyl-CoA"	"3(S)-hydroxy-2(S),6-dimethyl-heptanoyl-CoA"	"m"
"3-oxo-(2S)-methylisocapryloyl-CoA"	"3-oxo-(2S)-methylisocapryloyl-CoA"	"m"
"4-methyl-pentanoyl-CoA"	"4-methyl-pentanoyl-CoA"	"m"
"4-methyl-trans-2-pentenoyl-CoA"	"4-methyl-trans-2-pentenoyl-CoA"	"m"
"3(S)-hydroxy-4-methyl-pentanoyl-CoA"	"3(S)-hydroxy-4-methyl-pentanoyl-CoA"	"m"
"3-oxo-4-methyl-pentanoyl-CoA"	"3-oxo-4-methyl-pentanoyl-CoA"	"m"
"isopentenyl-pPP"	"isopentenyl-pPP"	"c"
"all-trans-decaprenyl-diphosphate"	"all-trans-decaprenyl-diphosphate"	"c, m"
"4-hydroxybenzoate"	"4-hydroxybenzoate"	"m"
"3-decaprenyl-4-hydroxybenzoate"	"3-decaprenyl-4-hydroxybenzoate"	"m"
"3,4-dihydroxy-5-all-trans-decaprenylbenzoate"	"3,4-dihydroxy-5-all-trans-decaprenylbenzoate"	"m"
"3-methoxy-4-hydroxy-5-all-trans-decaprenylbenzoate"	"3-methoxy-4-hydroxy-5-all-trans-decaprenylbenzoate"	"m"
"2-methoxy-6-(all-trans-decaprenyl)phenol"	"2-methoxy-6-(all-trans-decaprenyl)phenol"	"m"
"2-methoxy-6-alltrans-decaprenyl-2-methoxy-1,4-benzoquinol"	"2-methoxy-6-alltrans-decaprenyl-2-methoxy-1,4-benzoquinol"	"m"
"6-methoxy-3-methyl-2-all-trans-decaprenyl-1,4-benzoquinol"	"6-methoxy-3-methyl-2-all-trans-decaprenyl-1,4-benzoquinol"	"m"
"3-demethylubiquinol-10"	"3-demethylubiquinol-10"	"m"
"[protein]-L-cysteine"	"[protein]-L-cysteine"	"c"
"S-farnesyl-protein"	"S-farnesyl-protein"	"c"
"[proteinCterminal]-S-farnesyl-L-cysteine"	"[proteinCterminal]-S-farnesyl-L-cysteine"	"c"
"[proteinCterminal]-S-farnesyl-L-cysteine-methylester"	"[proteinCterminal]-S-farnesyl-L-cysteine-methylester"	"c"
"farnesylcysteine"	"farnesylcysteine"	"c"
"2-trans,6-trans-farnesal"	"2-trans,6-trans-farnesal"	"c"
"phylloquinone"	"phylloquinone"	"c"
"phylloquinol"	"phylloquinol"	"c"
"3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA"	"3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA"	"m, p"
"(24R,25R)3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA"	"(24R,25R)3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA"	"m, p"
"3alpha,7alpha,12alpha-trihydroxy-5beta-24-oxocholestanoyl-CoA"	"3alpha,7alpha,12alpha-trihydroxy-5beta-24-oxocholestanoyl-CoA"	"m, p"
"cholesterol"	"cholesterol"	"c, m, l, r, e, g"
"cholesterol-STAR"	"cholesterol-STAR"	"c"
"22beta-hydroxycholesterol"	"22beta-hydroxycholesterol"	"m"
"20alpha,22betadihydroxycholesterol"	"20alpha,22betadihydroxycholesterol"	"m, c"
"isocaproic-aldehyde"	"isocaproic-aldehyde"	"m, c"
"pregnenolone"	"pregnenolone"	"m, c"
"reducedadrenalferredoxin"	"reducedadrenalferredoxin"	"c"
"20-hydroxycholesterol"	"20-hydroxycholesterol"	"c, r"
"oxidizedadrenalferredoxin"	"oxidizedadrenalferredoxin"	"c"
"17alpha,20alpha-dihydroxycholesterol"	"17alpha,20alpha-dihydroxycholesterol"	"c"
"17alpha-hydroxypregnenolone"	"17alpha-hydroxypregnenolone"	"c, r"
"7alpha-hydroxypregnenolone"	"7alpha-hydroxypregnenolone"	"c"
"4-androstene-3,17-dione"	"4-androstene-3,17-dione"	"r, c"
"estrone"	"estrone"	"r, c, l, m, p"
"testosterone"	"testosterone"	"r, c"
"estradiol-17beta"	"estradiol-17beta"	"r, c"
"cortisone"	"cortisone"	"r, c"
"cortisol"	"cortisol"	"r, c, m"
"dehydroepiandrosterone"	"dehydroepiandrosterone"	"c, r"
"5-alpha-dihydrotestosterone"	"5-alpha-dihydrotestosterone"	"c, r"
"5alpha-androstane-3,17-dione"	"5alpha-androstane-3,17-dione"	"r"
"(R)-mevalonate"	"(R)-mevalonate"	"c, p"
"(R)-5-diphosphomevalonate"	"(R)-5-diphosphomevalonate"	"c"
"(R)-5-phosphomevalonate"	"(R)-5-phosphomevalonate"	"c"
"presqualene-PP"	"presqualene-PP"	"c"
"squalene"	"squalene"	"c"
"squalene2,3-oxide"	"squalene2,3-oxide"	"c"
"lanosterol"	"lanosterol"	"c"
"4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol"	"4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol"	"c"
"14-demethyllanosterol"	"14-demethyllanosterol"	"c"
"4alpha-carboxy-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol"	"4alpha-carboxy-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol"	"c"
"3-keto-4-methylzymosterol"	"3-keto-4-methylzymosterol"	"c"
"4alpha-methylzymosterol"	"4alpha-methylzymosterol"	"c"
"4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol"	"4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol"	"c"
"5alpha-cholesta-8,24-dien-3-one"	"5alpha-cholesta-8,24-dien-3-one"	"c"
"zymosterol"	"zymosterol"	"c"
"5alpha-cholesta-7,24-dien-3beta-ol"	"5alpha-cholesta-7,24-dien-3beta-ol"	"c"
"7-dehydrodesmosterol"	"7-dehydrodesmosterol"	"c"
"desmosterol"	"desmosterol"	"c"
"lathosterol"	"lathosterol"	"c"
"provitaminD3"	"provitaminD3"	"c"
"24,25-dihydrolanosterol"	"24,25-dihydrolanosterol"	"c"
"4,4-dimethyl-5alpha-cholesta-8,14-dien-3-beta-ol"	"4,4-dimethyl-5alpha-cholesta-8,14-dien-3-beta-ol"	"c"
"4,4-dimethyl-5alpha-cholesta-8-en-3-beta-ol"	"4,4-dimethyl-5alpha-cholesta-8-en-3-beta-ol"	"c"
"4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol"	"4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol"	"c"
"4alpha-methyl-5alpha-cholesta-8-en-3-one"	"4alpha-methyl-5alpha-cholesta-8-en-3-one"	"c"
"4alpha-methyl-cholesta-8-enol"	"4alpha-methyl-cholesta-8-enol"	"c"
"4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol"	"4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol"	"c"
"5alpha-cholesta-8-en-3-one"	"5alpha-cholesta-8-en-3-one"	"c"
"cholestenol"	"cholestenol"	"c"
"geranyl-PP"	"geranyl-PP"	"c"
"27alpha-hydroxy-7-dehydrocholesterol"	"27alpha-hydroxy-7-dehydrocholesterol"	"c"
"19-hydroxytestosterone"	"19-hydroxytestosterone"	"c"
"19-oxo-testosterone"	"19-oxo-testosterone"	"c"
"19-hydroxyandrostenedione"	"19-hydroxyandrostenedione"	"c"
"19-oxoandrostenedione"	"19-oxoandrostenedione"	"c"
"2-hydroxyestradiol-17beta"	"2-hydroxyestradiol-17beta"	"c, r, l"
"2-hydroxy-3-methoxy-17beta-estradiol"	"2-hydroxy-3-methoxy-17beta-estradiol"	"c"
"2-methoxyestradiol-17beta"	"2-methoxyestradiol-17beta"	"c"
"4-hydroxy-17beta-estradiol"	"4-hydroxy-17beta-estradiol"	"c, l, m, r, p"
"4-methoxy-17beta-estradiol"	"4-methoxy-17beta-estradiol"	"c"
"4-hydroxyestrone"	"4-hydroxyestrone"	"c, l, r, m, p"
"4-methoxyestrone"	"4-methoxyestrone"	"c"
"16alpha-hydroxyestrone"	"16alpha-hydroxyestrone"	"c, r"
"2-hydroxyestrone"	"2-hydroxyestrone"	"c, r, l, m, p"
"2-methoxyestrone"	"2-methoxyestrone"	"c, r"
"2-hydroxy-3-methoxyestrone"	"2-hydroxy-3-methoxyestrone"	"c"
"estrone-2,3-semiquinone"	"estrone-2,3-semiquinone"	"c, l, r"
"2-hydroxyestrone-1-S-glutathione"	"2-hydroxyestrone-1-S-glutathione"	"c, m, r, p"
"estrone-2,3-quinone"	"estrone-2,3-quinone"	"c, m, r, p"
"2-hydroxyestrone-4-S-glutathione"	"2-hydroxyestrone-4-S-glutathione"	"c, m, r, p"
"estrone-3,4-semiquinone"	"estrone-3,4-semiquinone"	"c, l, r"
"4-hydroxyestrone-2-S-glutathione"	"4-hydroxyestrone-2-S-glutathione"	"c, m, r, p"
"estrone-3,4-quinone"	"estrone-3,4-quinone"	"c, m, r, p"
"17beta-estradiol-3,4-semiquinone"	"17beta-estradiol-3,4-semiquinone"	"c, l"
"17beta-estradiol-3,4-quinone"	"17beta-estradiol-3,4-quinone"	"c, m, r, p"
"4-hydroxy-17beta-estradiol-2-S-glutathione"	"4-hydroxy-17beta-estradiol-2-S-glutathione"	"c, m, r, p"
"17beta-estradiol-2,3-semiquinone"	"17beta-estradiol-2,3-semiquinone"	"c, l"
"17beta-estradiol-2,3-quinone"	"17beta-estradiol-2,3-quinone"	"c, m, r, p"
"2-hydroxy-17beta-estradiol-4-S-glutathione"	"2-hydroxy-17beta-estradiol-4-S-glutathione"	"c, m, r, p"
"2-hydroxy-17beta-estradiol-1-S-glutathione"	"2-hydroxy-17beta-estradiol-1-S-glutathione"	"c, m, r, p"
"cholesterol-ester-laur"	"cholesterol-ester-laur"	"l, r"
"cholesterol-ester-tridec"	"cholesterol-ester-tridec"	"l, r"
"cholesterol-ester-myrist"	"cholesterol-ester-myrist"	"l, r"
"cholesterol-ester-9-tetrade"	"cholesterol-ester-9-tetrade"	"l, r"
"cholesterol-ester-7-tetrade"	"cholesterol-ester-7-tetrade"	"l, r"
"cholesterol-ester-5-tetra"	"cholesterol-ester-5-tetra"	"l, r"
"cholesterol-ester-penta"	"cholesterol-ester-penta"	"l, r"
"cholesterol-ester-palm"	"cholesterol-ester-palm"	"l, r"
"cholesterol-ester-7-hexa"	"cholesterol-ester-7-hexa"	"l, r"
"cholesterol-ester-palmn"	"cholesterol-ester-palmn"	"l, r"
"cholesterol-ester-hepta"	"cholesterol-ester-hepta"	"l, r"
"cholesterol-ester-10-hepta"	"cholesterol-ester-10-hepta"	"l, r"
"cholesterol-ester-9-heptade"	"cholesterol-ester-9-heptade"	"l, r"
"cholesterol-ester-stea"	"cholesterol-ester-stea"	"l, r"
"cholesterol-ester-ol"	"cholesterol-ester-ol"	"l, r"
"cholesterol-ester-13-octade"	"cholesterol-ester-13-octade"	"l, r"
"cholesterol-ester-cis-vac"	"cholesterol-ester-cis-vac"	"l, r"
"cholesterol-ester-9-octa"	"cholesterol-ester-9-octa"	"l, r"
"cholesterol-ester-7-octade"	"cholesterol-ester-7-octade"	"l, r"
"cholesterol-ester-6,9-octa"	"cholesterol-ester-6,9-octa"	"l, r"
"cholesterol-ester-nanode"	"cholesterol-ester-nanode"	"l, r"
"cholesterol-ester-eico"	"cholesterol-ester-eico"	"l, r"
"cholesterol-ester-13-eicose"	"cholesterol-ester-13-eicose"	"l, r"
"cholesterol-ester-11-eico"	"cholesterol-ester-11-eico"	"l, r"
"cholesterol-ester-9-eicose"	"cholesterol-ester-9-eicose"	"l, r"
"cholesterol-ester-8,11-eico"	"cholesterol-ester-8,11-eico"	"l, r"
"cholesterol-ester-5,8,11-eico"	"cholesterol-ester-5,8,11-eico"	"l, r"
"cholesterol-ester-heneico"	"cholesterol-ester-heneico"	"l, r"
"cholesterol-ester-docosa"	"cholesterol-ester-docosa"	"l, r"
"cholesterol-ester-13-docose"	"cholesterol-ester-13-docose"	"l, r"
"cholesterol-ester-11-docose"	"cholesterol-ester-11-docose"	"l, r"
"cholesterol-ester-trico"	"cholesterol-ester-trico"	"l, r"
"cholesterol-ester-tetraco"	"cholesterol-ester-tetraco"	"l, r"
"cholesterol-ester-15-tetra"	"cholesterol-ester-15-tetra"	"l, r"
"cholesterol-ester-hexacosa"	"cholesterol-ester-hexacosa"	"l, r"
"cholesterol-ester-hexecose"	"cholesterol-ester-hexecose"	"l, r"
"cholesterol-ester-linolen"	"cholesterol-ester-linolen"	"l, r"
"cholesterol-ester-6,9,12,15-octa"	"cholesterol-ester-6,9,12,15-octa"	"l, r"
"cholesterol-ester-8,11,14,17-eico"	"cholesterol-ester-8,11,14,17-eico"	"l, r"
"cholesterol-ester-5,8,11,14,17-eico"	"cholesterol-ester-5,8,11,14,17-eico"	"l, r"
"cholesterol-ester-7,10,13,16,19-docosa"	"cholesterol-ester-7,10,13,16,19-docosa"	"l, r"
"cholesterol-ester-9,12,15,18,21-tetra"	"cholesterol-ester-9,12,15,18,21-tetra"	"l, r"
"cholesterol-ester-6,9,12,15,18,21-tetra"	"cholesterol-ester-6,9,12,15,18,21-tetra"	"l, r"
"cholesterol-ester-4,7,10,13,16,19-doco"	"cholesterol-ester-4,7,10,13,16,19-doco"	"l, r"
"cholesterol-ester-11,14,17-eico"	"cholesterol-ester-11,14,17-eico"	"l, r"
"cholesterol-ester-13,16,19-doco"	"cholesterol-ester-13,16,19-doco"	"l, r"
"cholesterol-ester-10,13,16,19-docosa"	"cholesterol-ester-10,13,16,19-docosa"	"l, r"
"cholesterol-ester-12,15,18,21-tetracosa"	"cholesterol-ester-12,15,18,21-tetracosa"	"l, r"
"cholesterol-ester-lin"	"cholesterol-ester-lin"	"l, r"
"cholesterol-ester-gamma-lin"	"cholesterol-ester-gamma-lin"	"l, r"
"cholesterol-ester-dihomo-gamma"	"cholesterol-ester-dihomo-gamma"	"l, r"
"cholesterol-ester-arach"	"cholesterol-ester-arach"	"l, r"
"cholesterol-ester-7,10,13,16-docosa"	"cholesterol-ester-7,10,13,16-docosa"	"l, r"
"cholesterol-ester-9,12,15,18-tetraco"	"cholesterol-ester-9,12,15,18-tetraco"	"l, r"
"cholesterol-ester-6,9,12,15,18-tetraco"	"cholesterol-ester-6,9,12,15,18-tetraco"	"l, r"
"cholesterol-ester-4,7,10,13,16-docosa"	"cholesterol-ester-4,7,10,13,16-docosa"	"l, r"
"cholesterol-ester-11,14-eicosa"	"cholesterol-ester-11,14-eicosa"	"l, r"
"cholesterol-ester-13,16-docosa"	"cholesterol-ester-13,16-docosa"	"l, r"
"cholesterol-ester-10,13,16-docosa"	"cholesterol-ester-10,13,16-docosa"	"l, r"
"phytoceramidepool"	"phytoceramidepool"	"c"
"phytosphingosine"	"phytosphingosine"	"c"
"ceramidepool"	"ceramidepool"	"g, c, l, r"
"acyl-CoA-LD-SMpool"	"acyl-CoA-LD-SMpool"	"g, c"
"sphingosine"	"sphingosine"	"g, c, e, l, r"
"PC-LDpool"	"PC-LDpool"	"g, c, r, l, e"
"SMpool"	"SMpool"	"g, c, l"
"3-dehydrosphinganine"	"3-dehydrosphinganine"	"c"
"sphinganine"	"sphinganine"	"c, r"
"sphinganine-1-phosphate"	"sphinganine-1-phosphate"	"c, r"
"ethanolamine-phosphate"	"ethanolamine-phosphate"	"c, r"
"hexadecanal"	"hexadecanal"	"c, r"
"dihydroceramidepool"	"dihydroceramidepool"	"c"
"ceramide-1Ppool"	"ceramide-1Ppool"	"c"
"glucosylceramidepool"	"glucosylceramidepool"	"c, r, e, l, g"
"LacCerpool"	"LacCerpool"	"r, e, g, l, c"
"sphingosine-1-phosphate"	"sphingosine-1-phosphate"	"c, e, r"
"hexadecenal"	"hexadecenal"	"c"
"phosphocholine"	"phosphocholine"	"c, l"
"globotriaosylceramide"	"globotriaosylceramide"	"g, c, l"
"globoside"	"globoside"	"g, l, c"
"galactosylgloboside"	"galactosylgloboside"	"g, c"
"sialyl-galactosylgloboside"	"sialyl-galactosylgloboside"	"g"
"sialyl(1,3)-sialyl(2,6)-galactosylgloboside"	"sialyl(1,3)-sialyl(2,6)-galactosylgloboside"	"g"
"sialyl(2,3)-sialyl(2,6)-galactosylgloboside"	"sialyl(2,3)-sialyl(2,6)-galactosylgloboside"	"g"
"disialylgalactosylgloboside"	"disialylgalactosylgloboside"	"g"
"GA2"	"GA2"	"g, c"
"GA1"	"GA1"	"g, c"
"GM1b"	"GM1b"	"g, c"
"GD1alpha"	"GD1alpha"	"g"
"GT1aalpha"	"GT1aalpha"	"g, c"
"GQ1balpha"	"GQ1balpha"	"g, c"
"GD1c"	"GD1c"	"g, c"
"GM2alpha"	"GM2alpha"	"g"
"GM1alpha"	"GM1alpha"	"g"
"GD1beta"	"GD1beta"	"g"
"GD1a"	"GD1a"	"g, c"
"GT1c"	"GT1c"	"g"
"GQ1c"	"GQ1c"	"g"
"GP1c"	"GP1c"	"g"
"GT1b"	"GT1b"	"g, c"
"GM3"	"GM3"	"g, c, l"
"GD3"	"GD3"	"g, c"
"GT3"	"GT3"	"g, c"
"GQ1b"	"GQ1b"	"g, c"
"GT1a"	"GT1a"	"g, c"
"GP1calpha"	"GP1calpha"	"g"
"GM1"	"GM1"	"g, c, l"
"GD1b"	"GD1b"	"g, c"
"GM2"	"GM2"	"g, c, l"
"GD2"	"GD2"	"g, c"
"GT2"	"GT2"	"g, c"
"alpha-GalNAc-globoside"	"alpha-GalNAc-globoside"	"g, l"
"sulfatidegalactocerebroside"	"sulfatidegalactocerebroside"	"l"
"D-galactosyl-N-acylsphingosine"	"D-galactosyl-N-acylsphingosine"	"l, c, g"
"digalactosylceramide"	"digalactosylceramide"	"l, c, g"
"fucosyl-galactosylgloboside"	"fucosyl-galactosylgloboside"	"g"
"9-O-acetylated-GD3"	"9-O-acetylated-GD3"	"c, g"
"9-O-acetylated-GT3"	"9-O-acetylated-GT3"	"c, g"
"sphingosylphosphorylcholine"	"sphingosylphosphorylcholine"	"c"
"2-lysolecithinpool"	"2-lysolecithinpool"	"r, l, c"
"1-acylglycerol-3P-laur"	"1-acylglycerol-3P-laur"	"c"
"1-acylglycerol-3P-tridec"	"1-acylglycerol-3P-tridec"	"c"
"1-acylglycerol-3P-myrist"	"1-acylglycerol-3P-myrist"	"c"
"1-acylglycerol-3P-9-tetrade"	"1-acylglycerol-3P-9-tetrade"	"c"
"1-acylglycerol-3P-7-tetrade"	"1-acylglycerol-3P-7-tetrade"	"c"
"1-acylglycerol-3P-5-tetrade"	"1-acylglycerol-3P-5-tetrade"	"c"
"1-acylglycerol-3P-pentade"	"1-acylglycerol-3P-pentade"	"c"
"1-acylglycerol-3P-palm"	"1-acylglycerol-3P-palm"	"c"
"1-acylglycerol-3P-palmn"	"1-acylglycerol-3P-palmn"	"c"
"1-acylglycerol-3P-7-hexade"	"1-acylglycerol-3P-7-hexade"	"c"
"1-acylglycerol-3P-heptade"	"1-acylglycerol-3P-heptade"	"c"
"1-acylglycerol-3P-10-heptade"	"1-acylglycerol-3P-10-heptade"	"c"
"1-acylglycerol-3P-9-heptade"	"1-acylglycerol-3P-9-heptade"	"c"
"1-acylglycerol-3P-stea"	"1-acylglycerol-3P-stea"	"c"
"1-acylglycerol-3P-13-octade"	"1-acylglycerol-3P-13-octade"	"c"
"1-acylglycerol-3P-cis-vac"	"1-acylglycerol-3P-cis-vac"	"c"
"1-acylglycerol-3P-ol"	"1-acylglycerol-3P-ol"	"c"
"1-acylglycerol-3P-9-octade"	"1-acylglycerol-3P-9-octade"	"c"
"1-acylglycerol-3P-7-octade"	"1-acylglycerol-3P-7-octade"	"c"
"1-acylglycerol-3P-6,9-octa"	"1-acylglycerol-3P-6,9-octa"	"c"
"1-acylglycerol-3P-nanode"	"1-acylglycerol-3P-nanode"	"c"
"1-acylglycerol-3P-eico"	"1-acylglycerol-3P-eico"	"c"
"1-acylglycerol-3P-13-eicose"	"1-acylglycerol-3P-13-eicose"	"c"
"1-acylglycerol-3P-11-eico"	"1-acylglycerol-3P-11-eico"	"c"
"1-acylglycerol-3P-9-eicose"	"1-acylglycerol-3P-9-eicose"	"c"
"1-acylglycerol-3P-8,11-eico"	"1-acylglycerol-3P-8,11-eico"	"c"
"1-acylglycerol-3P-5,8,11-eico"	"1-acylglycerol-3P-5,8,11-eico"	"c"
"1-acylglycerol-3P-heneico"	"1-acylglycerol-3P-heneico"	"c"
"1-acylglycerol-3P-docosa"	"1-acylglycerol-3P-docosa"	"c"
"1-acylglycerol-3P-13-docose"	"1-acylglycerol-3P-13-docose"	"c"
"1-acylglycerol-3P-11-docose"	"1-acylglycerol-3P-11-docose"	"c"
"1-acylglycerol-3P-trico"	"1-acylglycerol-3P-trico"	"c"
"1-acylglycerol-3P-tetraco"	"1-acylglycerol-3P-tetraco"	"c"
"1-acylglycerol-3P-15-tetra"	"1-acylglycerol-3P-15-tetra"	"c"
"1-acylglycerol-3P-hexacosa"	"1-acylglycerol-3P-hexacosa"	"c"
"1-acylglycerol-3P-hexecose"	"1-acylglycerol-3P-hexecose"	"c"
"1-acylglycerol-3P-linolen"	"1-acylglycerol-3P-linolen"	"c"
"1-acylglycerol-3P-6,9,12,15-octa"	"1-acylglycerol-3P-6,9,12,15-octa"	"c"
"1-acylglycerol-3P-8,11,14,17-eico"	"1-acylglycerol-3P-8,11,14,17-eico"	"c"
"1-acylglycerol-3P-5,8,11,14,17-eico"	"1-acylglycerol-3P-5,8,11,14,17-eico"	"c"
"1-acylglycerol-3P-7,10,13,16,19-docosa"	"1-acylglycerol-3P-7,10,13,16,19-docosa"	"c"
"1-acylglycerol-3P-9,12,15,18,21-tetra"	"1-acylglycerol-3P-9,12,15,18,21-tetra"	"c"
"1-acylglycerol-3P-6,9,12,15,18,21-tetra"	"1-acylglycerol-3P-6,9,12,15,18,21-tetra"	"c"
"1-acylglycerol-3P-4,7,10,13,16,19-doco"	"1-acylglycerol-3P-4,7,10,13,16,19-doco"	"c"
"1-acylglycerol-3P-11,14,17-eico"	"1-acylglycerol-3P-11,14,17-eico"	"c"
"1-acylglycerol-3P-13,16,19-doco"	"1-acylglycerol-3P-13,16,19-doco"	"c"
"1-acylglycerol-3P-10,13,16,19-doco"	"1-acylglycerol-3P-10,13,16,19-doco"	"c"
"1-acylglycerol-3P-12,15,18,21-tetra"	"1-acylglycerol-3P-12,15,18,21-tetra"	"c"
"1-acylglycerol-3P-lin"	"1-acylglycerol-3P-lin"	"c"
"1-acylglycerol-3P-gamma-lin"	"1-acylglycerol-3P-gamma-lin"	"c"
"1-acylglycerol-3P-dihomo-gamma"	"1-acylglycerol-3P-dihomo-gamma"	"c"
"1-acylglycerol-3P-arach"	"1-acylglycerol-3P-arach"	"c"
"1-acylglycerol-3P-7,10,13,16-docosa"	"1-acylglycerol-3P-7,10,13,16-docosa"	"c"
"1-acylglycerol-3P-9,12,15,18-tetraco"	"1-acylglycerol-3P-9,12,15,18-tetraco"	"c"
"1-acylglycerol-3P-6,9,12,15,18-tetraco"	"1-acylglycerol-3P-6,9,12,15,18-tetraco"	"c"
"1-acylglycerol-3P-4,7,10,13,16-docosa"	"1-acylglycerol-3P-4,7,10,13,16-docosa"	"c"
